testo_corretto;count
bambino diabetico;1
bambino;1
bagno assistito in paziente sclerosi laterale amiotrofica;1
bagno a letto;1
avvio percorso assistenziale sanitario e sociale;1
ausilio in prenotazione esame diagnostico;1
attuare intervento di educazione sanitario alla persona assistito e ai familiare;1
attivazione servizio sanitario;1
attivitÃ  infermieristico;1
attivitÃ  educare e addestramento;1
attivitÃ  di promozione della salute;1
attivitÃ  di prevenzione lesioni da decubito ab ingestis disidratazione;1
attivitÃ  di ascolto del caregiver;1
attivitÃ  con millimetri di mercurio;1
attivitÃ  burocratico;1
attivitÃ  ambulatorio di prossimitÃ ;1
attivazione servizio sociale;1
attivitÃ  profilattiche;1
assistenza e programmazione emotrasfusione;1
assistenza domiciliare;1
assistenza diretto;1
assistenza di fine vita con eventuale reperibilitÃ  notturno;1
assistenza di base cura della persona;1
assistenza cura palliative e sostegno psicologico in ambito familiare;1
assistenza cura palliative;1
assistenza con il medico;1
assistenza stomie urina ileo colon nefro tracheostomia;1
assistenza alla terminale;1
assistenza alla paracentesi;1
assistenza al paziente terminale;1
assistenza al pasto laddove Ã¨ necessario;1
assistenza al medico di medicina generale e specialista;1
assistenza al caregiver per la gestione di nutrizione per via enterale e parenterale;1
assistenza al caregiver;1
assistenza al bambino;1
assistenza ai caregiver;1
assistenza catetere vescicale;1
assistenza sociale;1
assistenza psicologico al paziente e caregiver caregiver;1
assistenza psicologico;1
assistenza per toilette chirurgico a letto del paziente;1
assistenza paziente terminale;1
assistenza paziente rete respiratorio;1
assistenza paziente oncologico;1
assistenza paziente nuclei di cure primarie;1
assistenza ed informazione riguardo all uso dei presidi dato in dotazione;1
assistenza paziente durante esame strumentale e diagnostico terapeutico;1
assistenza paziente diabetico con lesioni;1
assistenza paziente;1
assistenza palliative bambini;1
assistenza nella gestione catetere vescicale;1
assistenza infermieristico generale;1
assistenza in cura palliative e sostegno psicologico all utente ed ai familiare;1
assistenza gestione pompa infusionale;1
assistenza gastrostomia endoscopica percutanea sondino naso gastrico;1
assistenza paziente morente;1
addestramento ai familiare;1
addestramento ai caregiver per praticare terapia sottocute con accesso giÃ  posizionamento;1
addestramento ai caregiver per gestione terapia parenterale ed enterale;1
addestramento ai caregiver per gestione terapia orale;1
addestramento a terapia s c e i m;1
addestramento a cura della persona;1
accesso a domicilio con il medico di base;1
accompagnare persone in cura palliative;1
antibiotico terapia;1
accompagnare paziente e famiglia in cura palliative;1
accompagnare morte;1
accompagnare e sostegno utente parenti cura palliative;1
accompagnare e sostegno nel fine vita al paziente caregiver e familiare;1
accompagnare alla morte;1
accompagnare al paziente terminale;1
accompagnare ai follow up;1
accompagnare a visita ed esame;1
accompagnare per visita;1
addestramento caregiver caregiver mobilizzazione tecniche gestione device;1
addestramento caregiver caregiver medicazione utilizzo pompa infusione per alimento sostituzione sacca diuresi;1
addestramento caregiver al preparazione e somministrazione nutrizione parenterale totale;1
addestramento cade caregiver;1
addestramento badante e caregiver caregiver per igiene personale;1
addestramento autocura medicazione;1
addestramento ausilio al domicilio;1
addestramento attivitÃ  semplice caregiver caregiver;1
addestramento ai familiare alla gestione stomie;1
addestramento alla rilevazione della glicemia saturazione pressione;1
addestramento alla ne;1
addestramento all utilizzo dei presidi sanitario;1
addestramento all uso delle pompa infusionale;1
addestramento al paziente;1
addestramento al caregiver su alcune tecniche;1
addestramento al caregiver caregiver alla gestione terapia endovena ipodermico;1
addestramento al caregiver caregiver all assistenza di base;1
addestramento al caregiver caregiver activities of daily living;1
addestramento alla somministrazione terapia sottocute;1
accesso multidisciplinare;1
accesso ipodermico;1
accesso endovenoso;1
accesso endovena sottocute e instramuscolare;1
accesso congiunto per doppio controllo emotrasfusione;1
accesso congiunto medico e altri;1
accesso congiunto medico di base team cura palliative servizio di assistenza domiciliare;1
accesso congiunto con specialista medico;1
accompagnare a determinato visita;1
accesso congiunto con millimetri di mercurio e o specialista;1
accesso congiunto con millimetri di mercurio;1
accesso congiunto con medico palliativista;1
accesso congiunto con medico curante;1
accesso congiunto con le dottore di base e colloquio;1
accesso congiunto con il medico di famiglia al momento della dimissione;1
accesso con team cura palliative;1
accesso con palliativista;1
accesso congiunto con palliativista;1
accesso venoso x idratazione e o terapia;1
accesso venoso periferico e gestione centrale;1
accesso venoso per terapia endovenosa;1
accesso venoso o sotto cutanea;1
accesso venoso e fleboterapia;1
accesso venoso centrale periferico;1
accesso con medico per cura palliative;1
accesso vascolare periferico;1
visione documentazione sanitario;1
accesso sotto cutanea x idratazione o terapia;1
accesso sotto cutanea;1
accesso post lutto;1
accesso periferico;1
accertamento bisogno assistenziale e pianificazione intervento;1
visita valutazione infermieristico;1
visita congiunto con cura palliative;1
visita congiunto con specialista;1
accompagnare specialista;1
accesso vascolare;1
affiancare studente infermieristico;1
affiancamento specialista;1
aerosolterapia;1
aderenza terapeutica;1
aderenza ai progetto scompenso;1
addestramento vario ai familiare badante;1
addestramento vari caregiver per l assistenza al paziente;1
addestramento utente caregiver;1
addestramento caregiver caregiver nella gestione delle lesioni;1
addestramento terapia sotto cutanea;1
addestramento terapia insulinica e monitoraggio stick;1
addestramento terapia e gastrostomia endoscopica percutanea;1
addestramento terapia domiciliare;1
addestramento tecniche al caregiver;1
addestramento sostituzione presidi colonstomia;1
addestramento s c;1
addestramento prevenzione lesioni da pressione;1
addestramento tracheostomia;1
antibiotico fascia h;1
amministrazione burocratico e gestione cartella;1
alvo;1
alimentazione gastrostomia endoscopica percutanea;1
alimentazione enterale parenterale;1
alimentazione enterale gastrostomia endoscopica percutanea;1
alimentazione enterale e parenterale;1
albumina infermiere;1
ago sotto cutanea terapia idratante;1
aiuto psicologico;1
aiuto per formulario richiesta direttive anticipate di trattamento;1
aiuto parenti;1
aiuto organizzazione della routine giornaliero dei familiare;1
aiuto nella evacuazione intestinale;1
aiuto nella comunicazione con il medico specialista;1
aiuto nel igiene;1
aiuto al caregiver nella corretto gestione della terapia e addestramento;1
aiutare il soggetto a gestire la propria malattia o disabilitÃ ;1
al caregiver;1
addestramento educazione al paziente o caregiver;1
addestramento educazione ai familiare caregiver caregiver;1
addestramento ed educazione;1
addestramento e gestione tracheostomia;1
addestramento e educazione al caregiver;1
addestramento delle badante familiare terapia infusionale sostituzione del flacone chiusura circuito a fine infusione;1
addestramento dell utente alle varie pratica di nursing;1
addestramento del paziente dei caregiver caregiver alle terapia orale e non alla alla medicazione mobilizzazione del paziente allettato;1
addestramento per gestione stomie catetere vescicale terapia e nutrizione enterale o parenterale;1
addestramento dei familiare;1
addestramento dei caregiver nelle varie prestazione;1
addestramento dei caregiver dei paziente in assistenza domiciliare integrata;1
addestramento dei caregiver alla gestione delle lesioni semplice e delle terapia sotto cutanea;1
addestramento cura e igiene della persona;1
addestramento caregiver motivo vari;1
addestramento caregiver caregiver utente monitoraggio diabete;1
addestramento caregiver caregiver prevenzione insorgenza lesioni da pressione;1
addestramento caregiver caregiver o paziente;1
addestramento del caregiver per la necessitÃ  del paziente;1
addestramento per autocura medicazione;1
addestramento paziente o caregiver all utilizzo di ausilio e presidi sanitario;1
addestramento paziente caregiver;1
addestramento paziente autocura e caregiver caregiver;1
addestramento parenti assistente;1
addestramento p ti familiare badante;1
addestramento nuovo famiglia;1
addestramento movimentazione;1
addestramento educazione alla famiglia;1
addestramento gestione terapia endovena e accesso venoso;1
addestramento gestione net tramite gastrostomia endoscopica percutanea;1
addestramento gestione alvo;1
addestramento gastrostomia endoscopica percutanea;1
addestramento formazione;1
addestramento familiare personale;1
addestramento familiare e o badante;1
addestramento familiare e caregiver;1
addestramento educazione caregiver;1
addestramento gestione terapia endovenoso;1
colloquio in equipe;1
colloquio familiari;1
colloquio familiare singola educare informativo;1
colloquio familiare assistito;1
colloquio famiglia;1
colloquio ed educazione al paziente;1
colloquio ed educazione al caregiver caregiver;1
colloquio e supporto psicologico con il paziente;1
bendaggio all ossido di zinco;1
colloquio e ascolto;1
colloquio di sostegno al paziente e famiglia;1
colloquio di educazione alla salute per stimolare stile di vita sano personalizzato;1
colloquio di confronto ed organizzativo con millimetri di mercurio;1
colloquio conoscitivi;1
colloquio con utente e famiglia;1
colloquio con utente;1
colloquio con specialista;1
colloquio e network multidisciplinare gestione rete ospedale territorio;1
colloquio telefonica;1
colloquio supporto alla famiglia caregiver;1
colloquio relazione;1
colloquio professionale con familiare senza presenza del paziente;1
colloquio professionale con familiare senza la presenza del paziente;1
colloquio professionale;1
colloquio per valutazione consapevolezza di malattia terminale volontÃ  del paziente a;1
colloquio per valutazione bisogno;1
colloquio infermieristico con familiare;1
colloquio paziente e familiare;1
colloquio paziente e caregiver caregiver;1
colloquio parenti caregiver;1
colloquio organizzativo relazione;1
colloquio organizzativo;1
colloquio millimetri di mercurio;1
colloquio integrato familiare;1
colloquio informativo e di educazione;1
colloquio infermieristico con paziente e familiare;1
colloquio per domandare i bisogno assistenziale e di tipo sanitario;1
colloquio con i medico di base e altri specialista;1
colloquio con i familiare per supporto ed educazione alla gestione del paziente;1
colloquio con i caregiver caregiver;1
colloquio con gli utente e familiare;1
colloquio con familiare caregiver;1
colloquio con famiglia e millimetri di mercurio o medico specialista;1
colloquio con famiglia e assistito;1
