testo_pulito;count
educazione sanitaria a pz e care giver;1
educazione sanitaria a famigliari e caregiver;1
educazione sanitaria a famiglia o caregiver;1
educazione sanitaria  trattamento ;1
educazione sanitaria  rinforzo educativo  supporto al lutto  ascolto attivo sempre;1
educazione relativa al monitoraggio parametri;1
educazione sanitaria  di prevenzione;1
educazione sanitaria  caregiver ;1
educazione sanitaria  attivazione figure multidisciplinare;1
educazione sanitaria  alimentazione enterale;1
educazione sanitaria  addestramento caregiver;1
educazione sanitaria  addestramento care giver  rilevazione bisogni;1
educazione sanitaria   sostegno all assistito  al caregiver e familiari;1
educazione sanitaria   prevenzione ldp  prevenzione complicanze;1
educazione sanitaria   formazione caregiver;1
educazione sanitaria   corretti stili di vita ;1
educazione rigardo a presidi sanitari;1
educazione respirazione;1
educazione sanitaria  fornitura materiale;1
assistenza cure palliative e sostegno psicologico in ambito familiare;1
assistenza cure palliative;1
assistenza con il medico;1
assistenza catetere vescicale;1
assistenza caterteri venosi centrali;1
assistenza alla terminalità;1
assistenza alla paracentesi;1
assistenza al paziente terminale;1
assistenza al pasto laddove è necessario;1
assistenza al medico di medicina generale e specialista;1
assistenza al caregiver per la gestione di nutrizioni per via enterale e parenterale;1
connessione e disconnessione ventilazione meccanica;1
assistenza al bambino;1
assistenza ai caregiver;1
assistenza a pz terminali;1
assistenza a fine vita;1
assistenza  per toilette chirurgica a letto del paziente;1
assistenza  catetere venoso centrale;1
assistenza;1
assestment;1
assessment;1
asportazione punti sutura;1
aspirazioni tracheali;1
assistenza al car giver;1
assistenza pz durante esami strumentali e diagnostico terapeutici;1
assistenza psicologica al pz e care giver;1
assistenza psicologica;1
assistenza peg  sng;1
assistenza pazienti rete respiratoria;1
assistenza pazienti cure palliative;1
assistenza paziente terminale;1
assistenza paziente oncologici;1
assistenza paziente morente;1
assistenza paziente diabetico con lesioni;1
assistenza paziente;1
assistenza di base cura della persona;1
assistenza paz ncp;1
assistenza nella gestione cateteri vescicale;1
assistenza infermieristica generale;1
assistenza in cure palliative e sostegno psicologico all utente ed ai familiari;1
assistenza gestione pompe infusionali;1
assistenza emotrasfusionene;1
assistenza ed informazioni riguardo all uso dei presidi dati in dotazione;1
assistenza e programmazione emotrasfusioni;1
assistenza domiciliare;1
assistenza diretta;1
assistenza di fine vita con eventuale riperibilità notturna;1
assistenza paziante cure palliative;1
ascolto e supporto alla famiglia e caregiver;1
ascolto e supporto alla famiglia e al paziente;1
ascolto e supporto al paziente ed alla famiglia;1
ascolto e supporto al paziente e familiari;1
ascolto e supporto al paziente e famiglia;1
ascolto e supporto al caregiver familiari;1
ascolto e supporto;1
ascolto della persona sia utente che caregiver;1
ascolto attivo supporto paziente e familiare;1
ascolto attivo sostegno psicologico;1
ascolto attivo   sostegno emotivo;1
aspirazioni e broncoaspirazioni;1
ascolto  supporto utente e care giver;1
ascolto  supporto alla famiglia;1
ascolto  supporto al paziente e famiglia;1
ascolto  supporto al paziente e alla famiglia;1
arti inferiori;1
approvvigionamento farmaci;1
approccio palliativo  supporto e aiuto;1
approccio familiare supporto e aiuto;1
applicazioni terapie ev  im  ipodermo;1
applicazioni impacchi e bendaggi;1
applicazioni cerotto trasdermico;1
ascolto alla famiglia   paziente;1
aspirazione vie aeree;1
aspirazione tracheobronchiali;1
aspirazione tracheobronchiale o orofaringea;1
aspirazione secrezioni;1
aspirazione oro tracheale;1
aspirazione oro faringea;1
aspirazione muco;1
aspirazione muchi pz tracheostomizzato;1
aspirazione escreti;1
aspetto sociale  situazione domicilio ecc  ;1
aspetti comunicazione paziente e famiglia;1
ascolto e supporto psicologico;1
ascolto supporto pz fam;1
ascolto supporto psicologico;1
ascolto supporto famigliari;1
ascolto supporto alla famiglia;1
ascolto supporto al pz famiglia;1
ascolto supporto al paziente e caregiver;1
ascolto supporto ai pazienti care giver;1
ascolto supporto a paziente e famiglia;1
ascolto supporto;1
ascolto pz  familiare;1
ascolto paziente famiglia;1
ascolto famiglia  e paziente;1
ascolto utente  famiglia;1
bendaggi o arti inferiori per lesioni vascolari arteriose miste;1
bendaggi lesioni vascolari;1
bendaggi flebologici;1
bendaggi fasciature;1
bendaggi eslasto compressi;1
bendaggi elestacompressivi;1
bendaggi elastocompressivo e semplici;1
bendaggi elastocompressivi o contenitivi;1
bendaggi elastocompressivi e semplici;1
bendaggi elasto compressivo;1
bendaggi elasticocompressivi;1
assistenza sociale;1
bendaggi e fascisture;1
bendaggi e fasciature semplici;1
bendaggi e fasciature;1
bendaggi diversi;1
bendaggi di protezione;1
bendaggi con ossido di zinco agli arti inferiori o bendaggi per lesioni ulcerative;1
bendaggi compressivi fissaggio;1
bendaggi complessi;1
bendaggi arti inferiori per edemi;1
bendaggi arti inf ri;1
bendaggi ari inferiori;1
bendaggi elasocompressivi;1
bendaggio elasto compressione;1
bendaggio elasto  compressivo;1
bendaggio elasticompressivo leggero;1
bendaggio elastico compressivo semplice ;1
bendaggio elastico compressivo all  ossido di zinco e cumarina;1
bendaggio elastici;1
bendaggio elasocompressivo;1
bendaggio ec;1
bendaggio e fasciatura;1
bendaggio e c ;1
bendaggio degli  arti inferiori;1
bendaggi occlusivi;1
bendaggio compressivo arti inferiori;1
bendaggio arti inf;1
bendaggio arti;1
bendaggio arri inferiore;1
bendaggio adesivo elastici;1
bendaggio aa inferiori;1
bendaggio   fasciature;1
bendaggiarti;1
bendaggi vari;1
bendaggi ulcere vascolari;1
bendaggi semplici;1
bendaggi ossido di zinco arti inferiori;1
bendaggio compressivo arti inferiori  con ulcere;1
attivazione servizi sociali;1
attivazione servizi e forniture;1
attivazione servizi;1
attivazione di servizi sanitari e socio sanitari;1
attivazione collaborazione con mmg;1
attivazione assistenza con medico;1
attivazione assistenti sociali;1
attivazione altri servizi tramite regole del servizio ricevente;1
attivazione altri servizi;1
attacco terapia ev;1
attacco flebo;1
bendaggi anelastici;1
assitenza utenti in cure paliative;1
assistenza ventilazione invasiva e non;1
assistenza trasfusione;1
assistenza tracheostomia;1
assistenza terminalitá oncologica e non;1
assistenza terminalità oncologica e non;1
assistenza terminalita  oncologica;1
assistenza terminalita  ;1
assistenza stomie  uro ileo colo nefro tracheo ;1
assistenza sostituzione trachestomia;1
assistenza sostituzione tracheo;1
atp;1
bendaggi anaelastici;1
bendaggi all ossido di zinco;1
bendaggi  elasto  compressivi;1
bend  elastocompressivo;1
beendaggi;1
bec;1
bambini diabetici;1
bambini;1
bagno assistito in paziente sla;1
bagno a letto;1
avvio percorsi assistenziali sanitari e sociali;1
attivazioni piani adi aidcp;1
ausilio in prenotazione esami diagnostici;1
attuare interventi di educazione sanitaria alla persona assistita e ai familiari;1
attività infermieristica;1
attività educativa e addestramento;1
attività di promozione della salute;1
attività di prevenzione lesioni da decubito  ab ingestis  disidratazione;1
attività di ascolto del caregiver;1
attività con mmg;1
attività burocratica;1
attività ambulatorio di prossimità;1
attivita profilattiche;1
attivazioni servizi sanitari;1
autofahrten;1
addestramento al care giver adl;1
addestramento ai familiari alla gestione stomie;1
addestramento ai familiari;1
addestramento ai caregiver per praticare terapia sc   con accesso già posizionato ;1
addestramento ai caregiver per gestione terapia parenterale ed enterale;1
addestramento ai caregiver per gestione terapia orale;1
addestramento a terapie s c  e i m ;1
addestramento a cura della persona;1
addestramento  peg;1
addestramento  educazione familiari careggi er;1
addestramento  educazione caregiver;1
applicazioni accessi sottocutanei;1
addestramento   educazione al paziente o caregiver;1
addestramenti vari caregiver per l assistenza al oaziente;1
addestramenti;1
accompagnare a determinate visite;1
accompagnamento specialista;1
accompagnamento pz oncologico e non;1
accompagnamento persone in cure palliative;1
accompagnamento per visite;1
accompagnamento paziente e famiglie in cure palliative;1
accompagnamento morte;1
accompagnamento e sostegno utenti parenti cure palliative;1
addestramento   formazione;1
addestramento cg;1
addestramento cargiver;1
addestramento caregiver motivi vari;1
addestramento caregiver al preparo e somministrazione npt;1
addestramento care giver prevenzione insorgenza lesioni da pressione;1
addestramento care giver o paziente;1
addestramento care giver nella gestione delle lesioni;1
addestramento care giver  utente monitoraggio diabete;1
addestramento care giver  mobilizzazione  tecniche  gestione device ;1
addestramento care giver  medicazioni  utilizzo pompe infusione per alimenti  sostituzione sacca diuresi  ;1
addestramento care give;1
addestramento al care giver all assistenza di base;1
addestramento cade giver;1
addestramento autogestione medicazioni;1
addestramento ausili al domicilio;1
addestramento attività semplici care giver;1
addestramento alla somministrazione terapia sc;1
addestramento alla rilevazione della glicemia   saturazione   pressione;1
addestramento alla ne;1
addestramento all utilizzo dei presidi sanitari;1
addestramento all uso delle pompe infusionali;1
addestramento al paziente;1
addestramento al caregiver su alcune tecniche;1
addestramento al care giver alla gestione terapia ev ipodermo;1
addestramento car giver;1
accessi venosi centali;1
visite congiunte con specialisti;1
accessi sottocute x idratazioni o terapie;1
accessi sottocutanei ;1
accessi multidisciplinari;1
accessi ipodermo;1
accessi ev sc e im;1
accessi endovenosi;1
accessi congiunto con medico curante;1
accessi congiunti con palliativista;1
accessi congiunti con mmg e o specialisti;1
accompagnamento e sostegno nel fine vita al paziente  caregiver e familiari;1
accessi congiunti con il medico di famiglia al momento della diimissione;1
accessi congiunti  medico di base  team cure palliative  sad ;1
accessi con team cure palliative;1
accessi con cure palliative;1
accessi a domicilio con il medico di base;1
acceso venoso;1
accesi venosi;1
accesi  venosi;1
accertamento inf ;1
accertamento bisogni assistenziale e pianificazione interventi;1
zusammenarbeit mit sozialdienste;1
accessi congiunti con mmg;1
accompagnamento alla morte;1
accompagnamento al paziente terminale;1
accompagnamento ai follow up;1
accompagnamento a visite ed esami;1
accesso venoso per tev;1
visita per nuova presa in carico;1
accesso vascolare periferico;1
accesso post lutto;1
accesso periferico;1
accesso congiunto per doppio controllo emotrasfusioni;1
accesso congiunto con specialista medico;1
accessi venosi centrali;1
accesso congiunti con le dottoresse di base e colloqui;1
accesso con palliativista;1
accesso con mmg o palliativista;1
accesso con medico per cure palliative;1
accesso con m m g ;1
accessi venosi x idratazione e o terapie;1
accessi venosi periferici e gestione centrali;1
accessi venosi o sottocutanei;1
accessi venosi e fluidoterapie;1
accessi venosi centrali periferici;1
accessi venosi centrali e periferici;1
accessi venosi centrali e periferiche;1
accesso congiunto con medico palliativista;1
antibiotico terapia;1
antibiotici fascia h;1
anlage von blasenkatheter;1
amministrazione burocratica e gestione cartelle;1
alvo;1
alimentazioni parenterali;1
alimentazione peg;1
alimentazione enterale peg;1
alimentazione enterale parenterale;1
alimentazione enterale e parenterale;1
albumina infermiere;1
addestramento cura e igiene della persona;1
aiuto per formulari  richieste  dat  ;1
aiuto parenti;1
aiuto organizzazione della routine giornaliera dei familiari;1
aiuto nella evacuazione intestinale;1
aiuto nella comunicazione con il medico specialista;1
aiuto nel igene;1
aiuto al caregiver nella corretta gestione della terapia e addestramento;1
aiutare il soggetto a gestire la propria malattia o disabilita ;1
