testo_pulito;count
medicazioni device;1
medicazioni device e lesioni;1
medicazioni di accessi venosi centrali;1
medicazioni di diverse complessità e tipo;1
medicazioni ferite chirurgiche o traumatiche;1
medicazioni ferite chirurgiche semplici e complicate;1
medicazioni ferite di altra natura no ldp;1
medicazioni ferite e postchirurgiche;1
medicazioni ferite lesioni da pressione ecc;1
medicazioni ferite semplici;1
medicazioni fissatori dopo interventi ortopedici;1
medicazioni gambe gambaletti lesioni vascolari;1
medicazioni e rimozione punti;1
medicazioni ed educazione;1
medicazioni ed educazione terapeutica alla prevenzione di ldd e gestione del ripristino medicazione in caso di necessità;1
medicazioni fasciature ulcere vascolari;1
medicazioni fer chirurgica ldp diabetiche picc midline cvp;1
medicazioni ferite acute e croniche;1
medicazioni ferite chirurgiche e traumatiche;1
medicazioni ferite chirurgiche o lacero contuse;1
medicazioni e gestioni accessi venosi centrali e periferici;1
medicazioni e lavaggi picc;1
medicazioni e lavaggi picccvc;1
medicazioni e lavaggio accessi venoso centrali;1
medicazioni e lavaggio cateteri venosi centrali;1
medicazioni e lavaggio cvc;1
medicazioni e lavaggio port e care;1
medicazioni e prelievi da accessi centrali;1
medicazioni e controllo peg;1
medicazioni e gestione cateteri centrali piccmidline ed infusioni npt atb;1
medicazioni e gestione cvc;1
medicazioni e gestione drenaggi;1
medicazioni e gestione stomie;1
medicazioni e gestione ulcere trofiche chirurgiche decubiti;1
medicazioni e gestione ulcere varicose;1
medicazioni e gestioni accessi vascolari  picc port cvc;1
medicazioni lesioni da decupido;1
medicazioni lesioni da deubito;1
medicazioni lesioni da pressione  chirurgiche vascolari neoplastichetraumatiche bendaggi gestione tpn;1
medicazioni lesioni da pressione o da trauma;1
medicazioni lesioni da pressione ulcere trofiche ferite chirurgiche e altre lesioni;1
medicazioni lesioni da pressioni;1
medicazioni lesioni da pressioni e vascolari;1
medicazioni lesioni decubito e arti inferiori;1
medicazioni lesioni  stadio;1
medicazioni lesioni arti inf;1
medicazioni lesioni arti inferiori vascolari;1
medicazioni lesioni complesse;1
medicazioni lesioni croniche;1
medicazioni lesioni da decubito vascolari e diabetiche;1
medicazioni lesioni da decubitoulcere;1
medicazioni lesioni da decubuto;1
medicazioni lddulcere troficheferite chirurgiche e traumatiche;1
medicazioni ldp e vascolari;1
medicazioni ldp o ulcere arti inferiori;1
medicazioni ldpsemplici  complesse;1
medicazioni lesione da decubito;1
medicazioni lesione da pressione;1
medicazioni lesione sacrale;1
medicazioni lesioni   ;1
medicazioni gestione diversi tipi di cateteri  vescicali;1
medicazioni gestione drenaggi vac terapia;1
medicazioni gestione e cambio peg;1
medicazioni in ambulatorio;1
medicazioni lc;1
medicazioni ldd e varie;1
medicazioni ldd e vascolari;1
medicazioni ldd ulcere venose arteriose;1
clisma evacuante;1
clisma evacuanti e rettoclisi;1
clisma evacuatici;1
clisma evacuatico eo medicato;1
medicazioni lesioni di varia natura ed eventuali bendaggi compressivi aa ii;1
medicazioni lesioni di vario tipo;1
medicazioni lesioni diabetiche;1
medicazioni lesioni difficili;1
chemotherapie entfernen;1
chemotherapien entfernen;1
cicli di fleboclisi;1
ciclo infusione;1
cistoclisi;1
clima;1
clima evaquativo;1
clisma con sonda rettale;1
caunsling;1
causelin stile di vita;1
causeling;1
cavo orale;1
ccv;1
cessione cateteri centrali;1
cestione alvo;1
ceterismo vescicale;1
medicazioni lesioni di ogni tipo;1
cateterizazioni;1
cateterizzasione mascile è femminile;1
cateterizzazione;1
cateterizzazioni vescicali;1
cateterusmo vescicale;1
cathetere;1
caunseling sanitario al caregiver e paziente;1
medicazioni piaghe e altro;1
medicazioni picc e accessi venosi centrali;1
medicazioni picc e lavaggio;1
medicazioni picc e midline;1
medicazioni picc midline;1
medicazioni picc o porth;1
medicazioni picc peg;1
medicazioni picccentrali;1
medicazioni pdf;1
medicazioni peg e tracheo;1
medicazioni peg tracheo;1
medicazioni pegpej;1
medicazioni per lesioni da pressione;1
medicazioni piaghe;1
medicazioni piaghe da decubito od ulcere trofiche;1
medicazioni piaghe da decubito semplici;1
medicazioni midline pic;1
medicazioni midlinepicc;1
medicazioni multiple complesse;1
medicazioni nefrostomia;1
medicazioni neoplastiche;1
medicazioni neoplastiche e chirurgiche;1
medicazioni occasionalmente;1
medicazioni oncologiche;1
medicazioni lesioni e cateteri venosi centrali;1
medicazioni lesioni semplici;1
medicazioni lesioni vascolari ldp ecc;1
medicazioni lesioni vascolariarteriose;1
medicazioni lesioni vascolaritraumatiche;1
medicazioni lld vascolari;1
medicazioni lt;1
medicazioni media complessità;1
medicazioni semplici ed avanzate inclusi bendaggi contenitivi;1
medicazioni semplici eo complesse;1
medicazioni semplici lesioni da decubito;1
medicazioni semplici medie complesse;1
medicazioni semplici medie e avanzate;1
medicazioni semplici medie e complesse;1
medicazioni semplici o complesse;1
medicazioni sempliciavanzate;1
medicazioni semplici e complesse bendaggio;1
medicazioni semplici e complesse controllo;1
medicazioni semplici e complesse incluse lesioni vascolari  diabetiche pressione;1
medicazioni semplici e complesse ldp ferite chirurgiche;1
medicazioni semplici e complesse neoplastiche;1
medicazioni semplici e gestione delle complicanze;1
medicazioni semplici e gestioni complicanze assistenziali;1
medicazioni semplici e gestioni delle complicanze assistenziali;1
medicazioni semplice e avanzate anche vac  a pressione negativa;1
medicazioni semplice e gestione delle complicanze assistenziali;1
medicazioni semplici  e gestione delle complicanze assistenziali;1
medicazioni semplici avanzate e complesse vac terapy;1
medicazioni semplici e avanzate ferite chirurgiche ulcere da trauma ulcere vascolari tpn ulcere neoplastiche;1
medicazioni semplici e compesse neoplastiche;1
medicazioni semplici e complesse  fasciature e bendaggi;1
medicazioni semplici e complesse anche con ilchirurgo;1
medicazioni piccmidline;1
medicazioni port;1
medicazioni port a cath;1
medicazioni port e picc;1
medicazioni post operatorio;1
medicazioni primarie;1
medicazioni primarie e secondarie;1
medicazioni sempilci e complesse;1
cateterismo vesicale e gestione catetere;1
cateterismo vesvicale;1
medicazioni su nefrostomie;1
medicazioni tpn;1
medicazioni tracheo stomie;1
medicazioni tracheostomia;1
medicazioni tracheotomia;1
medicazioni traumatiche;1
cateterismo vesc;1
cateterismo vescicala;1
cateterismo vescicale ;1
cateterismo vescicale e sng;1
cateterismo vescicale femminile;1
cateterismo vescicale maschile;1
cateterismo vescicale transuretrale;1
cateterismo vescicale uomo e donna;1
cateterismi vescicale;1
cateterismi vescicali e eventuali lavaggi vescicali;1
cateterismi vescicali gestioni peg ne;1
cateterismo ed educazione alla gestione;1
cateterismo estemporaneo delle urine;1
cateterismo uomo e donna;1
cateterismo vecicale;1
cateterismo venoso centrale;1
medicazioni semplicimedie complesse;1
medicazioni settimanali cateteri venivi periferici tipo picc;1
medicazioni skin tear;1
cateterismi e gestione derivazioni urinarie;1
cateterismi estemporanei;1
cateterismi intermittenti;1
cateterismi scuole;1
cateterismi urinari;1
medicazioni vascolare;1
medicazioni vascolari e da pressione medicazioni piede diabetico;1
medicazioni vascolari ldd skin tears ecc;1
medicazioni vie centrali;1
medicazionibendaggi;1
medicazionibendaggi complessi;1
medicazionibendaggi lesioni vascolaridiabetiche;1
medicazionibendaggifasciature;1
medicazioni ulcere venose e arteriose;1
medicazioni ulcere venose lesioni neoplastiche in adi;1
medicazioni ulcere vscolari arti inferiori;1
medicazioni ureterocolonstomie;1
medicazioni uronefrostromie;1
medicazioni urostomie e nefrostomie;1
medicazioni varie lddpicc ecc;1
medicazioni varie sedi;1
medicazioni ulcere trofiche e decubito;1
medicazioni ulcere troficovascolari;1
medicazioni ulcere udp flc bendaggi elastocompressivi;1
medicazioni ulcere varicose;1
medicazioni ulcere vascolare;1
medicazioni ulcere vascolari e bendaggi elastocompressivi;1
medicazioni ulcere vascolari ldd med chirurgiche;1
medicazioni ulcere vascolarilesioni chirurgicheldp;1
medicazioni udp e ferite chirurgiche;1
medicazioni udp vari stadi;1
medicazioni udplesioniustioni;1
medicazioni ulcere  ferite chirurgiche e post traumatiche;1
medicazioni ulcere aaii;1
medicazioni ulcere cutanee;1
medicazioni ulcere difficili;1
medicazioni ulcere ldd picc cvc;1
misurazione parametri vitali e vigilanza;1
misurazione parametri vitali pa saturazione glicemia fc;1
misurazione peso altezza circcranica;1
misurazione pressione;1
misurazioni antropometriche;1
misurazioni parametri;1
mobilitazione paziente;1
mobilizazione paziente disabile;1
misurazione del dolore;1
misurazione della glicemia;1
misurazione di parametri vitali;1
misurazione di pv;1
misurazione dolore e segni vitali;1
misurazione inr;1
misurazione paramentri;1
misurazione parametri  glicemia pressione satopeso ;1
microclismi;1
midlain;1
midline;1
missurazione dei parametri vitali;1
misura dei parametri vitali;1
misurare i parametri;1
misurazione dei parametri vitali;1
misurazione dei valori pressione glicemia;1
medicazionio avenzate;1
medicazionisostituzioni device  sistemi venosi centralidrenaggicateteri nefrostomici vescicali placche stomie;1
medicazooni semplici ldp;1
medicine;1
mediczioni ferite chirurgiche;1
mediczioni ldp;1
meditazioni  ldp e altri lesioni;1
messen von vitalzeichen;1
monitoraggio assistenziale;1
monitoraggio assunzione terapia;1
monitoraggio bisogni primari;1
monitoraggio clinico in pazienti cronici;1
monitoraggio clinico pazienti  pazienti cardiopatici  pdta scompenso;1
monitoraggio clinicoassistreziale;1
monitoraggio dei pv;1
monitoraggio delle condizioni dellabitazione;1
mobilizzazioni di base;1
monitoraggi pazienti in cure palliative;1
monitoraggi pz complessi;1
monitoraggi scompenso cardiaco;1
monitoraggi secondo pdta definito;1
monitoraggio  clinico;1
monitoraggio  sintomi;1
monitoraggio ambiente;1
mobilizzazione e posizionamento;1
mobilizzazione e pratiche igieniche;1
mobilizzazione e sostituzione catetere vescicale;1
mobilizzazione kinaesthetics;1
mobilizzazione letto eo carrozzina;1
mobilizzazione pz;1
mobilizzazione_ postura del assistito;1
mobilizzazioni;1
mobilizione;1
mobilizzazione a letto educazione sanitaria alla persona;1
mobilizzazione al letto e in carrozzina;1
mobilizzazione del paziente;1
mobilizzazione del pz;1
mobilizzazione e cure igeniche;1
mobilizzazione e cure igieniche;1
mobilizzazione e igiene;1
cateterismi a dimora;1
monitoraggio doore;1
monitoraggio durante il ricovero;1
monitoraggio e controllo dispnea;1
monitoraggio e controllo nausea e vomito;1
monitoraggio e controllo parametri vitali;1
monitoraggio e gestione sintomi;1
monitoraggio e sorveglianza;1
cateteri vescicali  posizionamento o sostituzione;1
cateteri vescicali ed estemporanei;1
cateteri vescicalj;1
cateteri zza zione vescicale;1
cateterimo vescicale;1
cateterino vescicali;1
cateteriri vescicali;1
cateterisco vescicale;1
catetere venoso periferico;1
catetere vesc;1
catetere vescicale sostituzione;1
catetere vescivale;1
cateteri centrali;1
cateteri venosi;1
cateteri venoso centrale;1
cateteri vescali;1
monitoraggio dello stato di salute del paziente;1
catetare vescicale;1
cateter vescicale;1
catetere picc;1
catetere venosa centrale;1
catetere venoso centrale e periferico;1
catetere venoso centrale gestione;1
catetere venoso periferco posizionamento;1
monitoraggio sociosanitario;1
monitoraggio stabilità clinica assistenziale;1
monitoraggio telefonico con famigliamedico di base;1
monitoraggio terapia;1
monitoraggio terapia del dolore;1
monitoraggio visita;1
monitoraggio visite di controllo;1
monitoraggiovalutazione;1
monitoraggio pressione;1
monitoraggio pv ;1
monitoraggio pv in scompenso cardiaco;1
monitoraggio pz terminali;1
monitoraggio segni e sintomi vari scompensi;1
monitoraggio sintomatologia disturbante;1
monitoraggio sintomi e contatti mmg;1
monitoraggio sintomi in pazienti palliativi;1
monitoraggio parametri vitali e dolore;1
monitoraggio parametri vitali e ventilatori;1
monitoraggio parametri vitali ed follow up;1
monitoraggio parametri vitali follow up;1
monitoraggio patologie croniche;1
monitoraggio pazienti con piede diabetico;1
monitoraggio pazienti con scompenso cardiaco;1
monitoraggio pazienti in vmnivmi;1
monitoraggio generale e maratona per patologia;1
monitoraggio gestione  sintomi;1
monitoraggio infermieristico;1
monitoraggio parametri autorilevati;1
monitoraggio parametri clinico assistenziale e dei segni e sintomi di malattia;1
monitoraggio parametri e follow up;1
monitoraggio parametri ed esami strumentali;1
monitoraggio parametri vitali e condizioni del pz;1
nutrizione enterale  e addestramento;1
nutrizione enterale addestramento;1
nutrizione enterale e gestione peg;1
nutrizione enterale e paretpgenteralr;1
nutrizione enterale tremite peg o sng;1
nutrizione enterali e parenterali;1
nutrizione entereleparenterale;1
nutrizione parentale totale;1
ntp;1
nucleo cure paliative elastomeri;1
nutrizione;1
nutrizione a domicilio;1
nutrizione artificiale;1
nutrizione e terale;1
nutrizione endovena;1
nutrizione enteraje;1
nefrostomie  drenaggi;1
nhnhnhnhn;1
nhnhnhnnh;1
npt    e addestramento al care giver  a lla gestione;1
npt  net;1
npt ne;1
npt net;1
nrs;1
monitorare i parametri vitali;1
montaggio vac therapy;1
movimentazione;1
mwdicazioni semplici;1
nad peg;1
ne e gestione sng peg;1
ne peg e sondini;1
nefrostomie;1
organizzare aiuti aussiliari;1
organizzare colloqui per cercare di superare momenti di crisi;1
organizzazione;1
organizzazione del setting di cura;1
organizzazione della cura altri servizi materiale;1
organizzazione lavorativa;1
organizzazione trasfusioni;1
orientamento ai servizi ausl;1
orale therapie vorbereitung;1
ordinare materiale per medicazione;1
ordine della farmacia;1
ordine e distribuzione ons;1
ordine e fornitura materiali e farmaci;1
ordine farmaci;1
ordine pannolini;1
organisation hilfsmittel;1
nutrizione parentersle;1
nutrizioni;1
nutrizioni educazione sanitaria  caregiver alla nad;1
nutrizioni entrati parenterali;1
nutrizioni parenterale;1
nutrizoni parenterali;1
o terapia;1
orale therapie;1
